tweet_id,conversation_id,customer_message,spotify_reply
16946,,@SpotifyCares I tried uninstalling the program in safe mode but it still doesn't work,@119724 Can you DM us your account's email address or username? We'll take a look backstage /NQ https://t.co/ldFdZRiNAt
16943,,@SpotifyCares I uninstalled another program just to be sure it wasn't a problem with my computer but it worked fine.,@119724 Hey there! Are you able to uninstall the app after restarting your computer? We'll see what else we can suggest /NQ
17067,,@SpotifyCares  your customer service is poor.... today I was advised to change the password on my hacked account ... might be a challenge don’t you think ?!,@119768 Sorry to hear you feel that way. We've just sent you more info via DM. We'll continue helping out there /LS
17177,,"@SpotifyCares No worries. It was just this that happened. 

https://t.co/Wy1mUOr1VK",@119789 Whew! Guess that means we're meant to be... https://t.co/F7KvE0pw2o 😉 /NH
17178,,Dammit! @115888 just RickRolled us! I may have to cancel my subscription for that…,@119789 Hey Eric! Can you let us know what's happening exactly? We'll see what we can do /NS
17294,,@SpotifyCares I have! I’m able to play the playlist on my computer but it won’t sync to my phone and this comes up when I go into the playlist on my phone https://t.co/YI495wlYlX,@119811 Hmm. Can you DM us your account's email address? We'll see what we can suggest /GS https://t.co/ldFdZRiNAt
17296,,@SpotifyCares hi I’m having problems getting local files to show in my iphone,"@119811 Hi! Just to confirm, have you followed the steps at https://t.co/SgMwFS1ONz? If so, at what point did you get an issue? We'll check it /GS"
17964,,@SpotifyCares I really hope it comes to the west soon. Thanks for answering.,"@119986 You're welcome! If you ever need help with anything else, just give us a... https://t.co/AUc7DGJpgF 🙂 /AR"
17966,,@SpotifyCares https://t.co/MUE1aQFaeH And country is Germany but a friend mine is in the US and only sees those 2 songs as well in the latest album.,@119986 Thanks for the info. Sometimes content gets removed due to licensing issues. Hopefully we'll have all of their stuff available soon /AR
17968,,"@1460 @1461 @115888 @SpotifyCares Can you help me out with this, I don't know who else to contact. I really like this artist and only having 2 songs sucks.","@119986 Hey! Can you send us the Spotify URI of the artist you're referring to? Also, what country is your account set to? We'll check backstage /AR"
18467,,"@SpotifyCares I want to change username to artist name to keep followers, playlists etc. Can this be done? Been a long time paid user.",@120105 Hey! We've just sent a DM your way. Let's carry on chatting there /NQ
18469,,@spotifycares wheres twicetagram by twice,"@120106 Hey! Fingers crossed we'll be able to have it soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /RH"
19242,,Ini kenapa setiap buka app mesti log-in lagi? @118266,"@120273 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /NQ"
19785,,@115888 hi how do I contact someone?,@120342 @115888 Hey Chloe! We just replied to your DM. We'll carry on helping out there /KC
20087,,I've 4gotten my email address I used&amp;the password 4my spotify account..Only have the username..How do I delete my account @SpotifyCares,"@120417 Hey there, help's here! Can you DM us your account's username? We'll see what we can suggest /MO https://t.co/ldFdZRiNAt"
20541,,"@SpotifyCares My company want to cooprate with spotify, who can i contact with for this business thing?   pls hurry up",@120485 Hi there! We've just sent you a bit more info over DM /MA
20794,,@118266 2 hari yang lalu saya mendapat email tsb padahal data alamat tinggal tidak ada yang diubah mohon bantuannya https://t.co/VbB95ZFGDB,"@120555 Hey there! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/XGIC7aZtMa /MA"
21142,,Spotify and Hulu is like the only good thing to happen this year,@120632 No worries! Feel free to give us a shout if we can help with anything else. We're always... https://t.co/zOXI69QSqg​ /RS
21144,,@115888 but when will we be able to see how long our play queue is,@120633 Hey! We have more info about the Play Queue at https://t.co/G7PK3sVrTN. Let us know if there's anything else /RC
21370,,@SpotifyCares Hi please see my DM :),@120677 Hi there! Sorry for the delay. We can help revert your account to Free and issue a refund for the payment. Just get back to us with your date of birth and the last 4 digits of your payment card for security /CP
22010,,@115888 @SpotifyCares Feature Request: Spotify playlists separated from personally made ones. Like @115948 does. https://t.co/NgJiXFQRR1,"@120794 Hey Kevin, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK"
22236,,@SpotifyCares @120860 This is very urgent and should be fast-tracked,"@120859 Thanks Peter! We understand it's a popular idea. Rest assured, we'll pass on your feedback about this to the right team, too /T"
22239,,"Would be very cool @115888 if under ""New Releases"" things were separated by Album vs. Single &lt;3",@120860 This sounds like a great idea! Suggest it in our Community at https://t.co/rtDvYZOF32 so it can get support from other users 💚 /RR
22618,,@SpotifyCares Still not there :(,@120940 Got it. Could you DM us your username and email address? We'll take a closer look /JQ https://t.co/ldFdZRiNAt
22619,,"@SpotifyCares Thanks, Spot ver-1.0.66.478.g1296534d it's on a macbook pro Yosemite ver 10.10.5.",@120940 Thanks. Could you try logging out of the app and back in again? Does it now show your New Releases? /GK
22622,,"@SpotifyCares hi, my new releases for you has vanished. pls send help!","@120940 Hey Yann, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /GK"
23256,,"I'm quite fed up with this response @115888 ""the language of the emails we send is based on your account's country"". You've had YEARS.","@121067 Sorry you feel that way. We can’t make any promises, but your feedback has been noted and passed onto the team /MA"
23258,,"@115888 hey, how comes no other playlist displays the same as Time Capsule? I like it!","@121068 Hey Lara, we appreciate your feedback! Don't worry, we'll let our devs know this is something you'd like to see /GK"
23260,,"@SpotifyCares hi,can i shuffle all download music in one touch?",@121069 Hey there! Can you fire over the device and operating system you're using? We'll see what we can suggest /PL
23262,,"@115888, this seems miscategorized. https://t.co/DeENE8T8zR",@121070 Hi Matt! Thanks for pointing this out; we'll get this reported. We'll be right here if you need anything else in the meantime /T
23264,,@SpotifyCares why can’t I ever login? https://t.co/SHamUr6zUm,"@121071 Hey Margaret, help's here! Can you DM us your account's username and email address? We'll do some digging 🔍 /TR https://t.co/ldFdZRiNAt"
23266,,@115888 Is the 1 month free trial offer still available?,"@121072 Hey Rue! Right now, the 30-day Premium trial is unavailable. If you haven't been on a subscription before, can you DM us your account's username and email address? We'll see what we can suggest /SY https://t.co/ldFdZRiNAt"
23276,,"@SpotifyCares Every song, and no","@121073 Just to confirm, are you listening on PlayStation via Connect? If so, what device, operating system, and Spotify version are you using? /AY"
23279,,"@SpotifyCares Latest version, it only freezes when I play from the side menu on my ps4",@121073 Got it. Could you send us your account's email address or username via DM? We'll take a closer look /AY https://t.co/ldFdZRiNAt
23277,,@SpotifyCares  https://t.co/GvE0JBxILu,"@121073 Hmm. Is this happening after a specific song plays? Also, are you using a wired or wireless connection? /AY"
23282,,@115888 your app is trash on PS4. freezes everyday,@121073 Hey! Can you tell us more about what's happening? Are you getting any error messages? A screenshot of what you can see would be handy /AY
24104,,@SpotifyCares Splendid,"@121194 Thanks for understanding. If we can help with anything else, just give us a shout /AY"
24106,,@SpotifyCares Hello Spotify. Where has the settings-section gone in webplayer? Is it no longer possible to scrobble to Last.fm?,"@121194 Hey Nicolai! We're afraid it's currently not possible, but we appreciate your feedback. We'll get it passed on to the right folks /AY"
24605,,@115888 why have all my songs gone from my app and been replaced by songs I have never listened to !!!! So annoying,@121306 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt
25399,,@115888 How?,"@121502 Hey there! The Intro Offer of ₱9 for 3 months is for those who haven't had Premium before. If you haven't been on a subscription in the past, head over to https://t.co/k4M4Rau9Gq to take this offer 😉 /SY"
26005,,@115888 i’m waiting,"@121675 Hey there! We’d love to have all of Day6's stuff available, but we have some info about content here: https://t.co/0i8GpimuDa /GK"
26007,,@SpotifyCares Thanks for your help. Had to entirely reset my phone (it died when I logged out of Spotify) That fixed the problem though. Cheers!,@121676 https://t.co/qAh6tkevrD! We're glad it's working now. You know where to find us if you need us again /KM
26009,,"@SpotifyCares Android V7.0, Samsung S7 Edge, Spotify V8.4.25.771armV7. Bluetooth controls work fine on all other media apps, play/pause dont work on sptfy",@121676 Got it. Can you try to see if logging out &gt; restarting your phone &gt; logging back in to your account makes a difference? /DV
26011,,@115888 alright lads. Love the app but can you sort the bluetooth issue out? I would like my headphone sto be able to pause and play pls.,"@121676 Hi, help's arrived! Can you let us know what's happening exactly? Also, what're your device's OS and Spotify versions? /DV"
27001,,@121907 @SpotifyCares ขอบคุณค่ะ ^^,"@121906 Hey there! We can help out in English via Twitter, but we also have Thai support via email at https://t.co/ZgU70TbP8M /MA"
27676,,@SpotifyCares So why let non premium customers even select them.? Pointless.,"@122049 Rest assured, your feedback has been passed on to the right team to look into. Give us a shout if you have any other questions /ZO"
27677,,"Dear @116130, why can I not listen to an Audiobook normal on the android app? Why does it only work on shuffle for non premium accounts? Sort of useless having the books available to those who don't subscribe.","@122049 Hey there! We're afraid playing Audiobook on-demand is a Premium feature. Thanks for the feedback, we’ll get this passed onto the right team. For anything else, let us know /GU"
27954,,@SpotifyCares It's cool dw I thought it was a funny glitch. 😂😂 restarted the app and its all working now,@122124 Great! Glad to hear it's working. Just let us know if we can help with anything else. https://t.co/m4HWSbgHVZ 🙂 /AC
27956,,You ok spotify ?? https://t.co/T9Ds0oa5l8,"@122124 Hey, help's here. Does logging out and back in help at all? If the issue persists, try restarting the device. Let us know how it goes /AC"
27958,,@SpotifyCares You better not be late! https://t.co/hPTQBBUdAM,"@122125 We hear you 🎧 Rest assured, your feedback will be passed on to the right folks. Have a nice day /AC"
12092,,@SpotifyCares Why spotify not allowed in Saudi Arabia?????????? And when it will be allowed?? I waited for long time!!,@122125 Hey! We're launching in new countries as often as possible. Sign up here to be first to hear: https://t.co/XDwWzj7cLP /AC
29034,,I WILL AS SOON AS MY SPOTIFY IS FIXED BUT NO ANSWER ]: https://t.co/w4as3XSf7T,@122389 Hey! We've sent a DM your way. Check it out 🙂 /L
29036,,@SpotifyCares my friends invited me on spotify family through email. But every time i fill the address its always said somethings went wrong,@122390 Hey Andre! Can you DM us your account's username or email address? We'll take a look under the hood /RS https://t.co/ldFdZRiNAt
29607,,"@SpotifyCares Yep, tried several times, didn't fix :(",@122505 Hmm. Best thing to try here is a quick reinstall. Just follow the steps at https://t.co/grEcQYYFVS. Keep us posted /NS
29610,,"@SpotifyCares Followed the procedure 3 times, no luck :-( Anyway it's not so urgent as I can also stream to my Bluetooth speaker from my iPhone. Hope the next update fixes it ;)","@122505 1: Got it. Just in case, you can add artists to your Radio by going to an artist you like &gt; click on the three dots (...) &gt; click on /GK"
29608,,"@SpotifyCares Hey! Here's what I'm currently using. No problem on my iPhone though, only on my iMac. Cheers! https://t.co/iGnEwvu03h",@122505 Thanks. Can you try logging out &gt; restarting your device &gt; logging back in help? Let us know how it goes /RS
29614,,@SpotifyCares Hello! Is it normal that I only have one radio left? Can you tell me how to have more please? Cheers and have a great day! https://t.co/cBxAz3b347,"@122505 Hey, help's here! Can you let us know the device, operating system, and Spotify version you're using? We'll see what we can suggest /RS"
29616,,@115888 please contact me!,@122506 @115888 Hey there! We've just sent a DM your way. Let's carry on chatting there /AC
29618,,"@SpotifyCares Hi I am having problems, please see my DM. Thank you!",@122507 Hi there! We've just sent a DM your way. Let's carry on chatting there /PL
30116,,@SpotifyCares Can you not use a NUS card anymore to get Spotify student price?!,@122625 Hey there! We've just sent you a bit more info over DM. We'll carry on helping out there /RS
30596,,"Wonder how long will it take for the morons at @115888 to update their app for the iPhone X, knowing that they were too proud of themselves to make an Apple Watch app.
@SpotifyCares my ass","@122735 Hey, we're here to help! Can you let us know what's happening exactly? We'll see what we can suggest /KM"
30600,,@117153 @SpotifyCares I paid for premium and i still havent got premium i have sent a DM @SpotifyCares,@122736 @117153 Hey John! We've just sent you a bit more info over DM. We'll carry on helping out there /AC
30616,,@115888 @SpotifyCares pls let us arrange songs by play count so I know which tracks I don’t listen to anymore and should delete thank u,@122737 Hey! This sounds like a great idea. You can show your support for the same idea in our Community: https://t.co/2MDGCLPOX5 /RS
31593,,@115888 really needs to get a dislike/block but I cannot listen to anymore goddam kasabian 😒,"@122969 Hey! This isn't possible right now, but you can vote for the idea and help make it happen here: https://t.co/hlXvRg5Zog /GK"
31595,,@115888 Student discount via bdo card not working,@122970 Hey! Could you send us a DM with your account's email address or username? We'll take a look /AY https://t.co/ldFdZRiNAt
31598,,"@115888 Hi, I am interested in tickets for the pre-sale to Kygos concert in stockholm. Is it possible to obtain the required password?:)",@122971 Hey! Pre-sale codes are being sent out by email to some of Kygo's biggest fans on Spotify. Hopefully you're one of them /CB
32067,,Sort it out @115888 https://t.co/9WbL2JRBpQ,@123091 Hey! Do you have any trouble with this link: https://t.co/atYeVkuQDq? Let us know /CB
32069,,"@117153 unable to make payment for my premium account, nothing wrong with my card as checked with the bank.",@123092 @117153 Hey! We've just replied to your DM. We'll be happy to help you out there /BD
32071,,@116130 I’m being charged for premium but my account is saying I’m not premium and won’t give me premium features?,@123093 Hey Liz! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt
32481,,Hey @115888  my premium family is gonna expire soon and until now none of my family members can even use it. fix it please,@123206 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
32483,,@SpotifyCares I deactivated my Facebook a few years ago and now I can't log into Spotify? I don't want to make a new email. Any tips? Thanks,@123207 Hi there! Can you DM us your account's email address? We'll see what we can suggest /ST https://t.co/ldFdZRiNAt
33418,,How come I suddenly don't have Spotify premium anymore @SpotifyCares? Meer mensen last van? #spotify,@123393 Hey! We just replied to your DM with more info. We'll carry on helping out backstage /CB
33420,,"@SpotifyCares Hi! When will you fix ""4 - Oops something went wrong, please try again."" problem in managing family accounts?",@123394 Hey! Can you DM us your account's email address? We'll see what we can suggest /CB https://t.co/ldFdZRiNAt
33422,,@SpotifyCares I’m using the newest version of iOS and the 8.4.25 version of spotify,@123395 Thanks. Could you let us know the exact iOS device and version? We'll see what we can suggest /RS
33425,,@SpotifyCares iPhone 6s and version 11.1,@123395 Got it. It looks like you're seeing one of the changes that we've recently made to the app. We're always testing...
33428,,@SpotifyCares So can I not go back to the normal spotify cause I’m not really to fond of this version?,"@123395 We're afraid it's not possible to revert back to the older app version, but we appreciate your feedback. We'll pass it on to the team /NY"
33423,,@SpotifyCares why does my Spotify look like this??? https://t.co/zc8V8PLUHp,@123395 Hey there! Can you let us know the iOS and Spotify versions you're using? We'll take a look backstage /RS
33431,,"@SpotifyCares Can’t tell straight away, need to see the music behaviour for a bit. Will get back as soon as i know :)",@123396 Sounds like a plan! We'll be right here waiting for your update /KM
33432,,@SpotifyCares Iphone 8 on ios11.1 and latest Spotify version - as available on app Store,@123396 Thanks. Does logging out &gt; restarting your device &gt; logging back in again make any difference? /KM
33435,,"iOS 11(.1) has issues when using camera, then music,which (from Spotify) breaks.Not sure if it’s ios or the app?@AppleSupport @SpotifyCares",@123396 Hey! That doesn't sound right. Can you let us know the device and Spotify version you're running? We'll see what we can suggest /KM
34755,,@SpotifyCares Thank you! :),"@123541 No worries. If there's anything else, just give us a shout. Have a... https://t.co/FQulrDtFky 🙂 /AY"
34756,,"@118266 min, cara berhenti berlangganan spotify premium tapi lupa password email bagaimana ya 😥","@123541 Hey Val! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AY"
34759,,@SpotifyCares.My account is skipping through every song and not playing anything - i have updated the software and there is no change,"@123542 Hey there! Can you let us know your device, operating system, and Spotify version? We'll see what we can suggest /RC"
35390,,Put Gfriend’s song “Me Gustas Tu” back on Spotify before I cry myself to sleep @115888 @SpotifyCares,"@123720 Fingers crossed we'll have it available to you soon, but there's info about Spotify content here: https://t.co/0i8GpimuDa /KM"
36162,,@SpotifyCares already tried with an other computer and for the password dont need it im loggin with my facebook account !,@123872 Thanks for clarifying! Can you DM us your account's email address? We'll take a look backstage /CB https://t.co/ldFdZRiNAt
36163,,@SpotifyCares Like what ?,"@123872 You can try using a different computer to see if it helps. Also, try resetting your password at https://t.co/jGP5GWOoVY /CB"
36170,,@SpotifyCares  https://t.co/40GhuixFya,@123872 Thanks! Can you try using an incognito/ private window or a different browser? Does that make any difference? /JP
36172,,@SpotifyCares since 5 days can nolonger longer log on my Spotify WebPlayer ...a reload red messages pop up im on premium account?,"@123872 Hey, we'd love to help! Can you send us a screenshot of the exact error message you're getting? We'll take a closer look /JP"
36723,,"@SpotifyCares 
What does mean?  How do I get rid of it?
How can I communicate with you with being twit or face?  Do you not have a direct communication? https://t.co/G6g8u9mk0O","@124009 1. Hey Paul! We currently don't offer telephone support, but we'd be happy to help you out here on Twitter. Can you fire over the..."
36726,,"@SpotifyCares Galaxy S7 Edge
Android 7.0
Spotify 8.4.25.771",@124010 Thanks! Can you try the steps here for us: https://t.co/EqisDMwZAT? They should help with this /CY
36727,,"@SpotifyCares Why is this still an issue?
https://t.co/prOxHJcRfo","@124010 Hey Michael! Can you let us know what device, operating system, and Spotify version you're using? We'll see what we can suggest /NS"
36730,,@SpotifyCares That i did ages ago.,"@124011 We understand. Hopefully, Spotify will launch in your country soon 🎧 /CY"
36732,,@115888 when are you guys launching byour service in India? I hope it's before the year 3000. Cuz i will be dead by then.,@124011 Hey! We're launching in new countries as often as possible. Be sure to add your email at https://t.co/X8DVSX9QgM /RH
36734,,@SpotifyCares any idea why Spotify premium keeps saying ‘cannot play song’ on multiple tracks and artists?,"@124012 Hey there! What device, operating system, and Spotify version are you using? We'll see what we can suggest /MA"
36736,,@SpotifyCares Sorted now 👍🏿 turns out when someone uses it on my laptop it changes my phone too 🙈,"@124013 Glad to hear everything's sorted! If we can help with anything else, just give us a shout. Have a... https://t.co/FQulrDtFky 🙂 /AY"
36737,,Is anyone else having issues with @115888 not playing what you want? #MindOfItsOwn,"@124013 Hey Paul. Can you tell us more about what's happening? What device, operating system, and Spotify version are you on? /AY"
36740,,Today I became a @116130 @115888 tester !!! Thanks for pointing me in the right direction @SpotifyCares !!! https://t.co/yBXDugjS5c,"@124014 Awesome! For anything else, we're just a tweet away 😉 /JP"
36742,,@SpotifyCares I said I fixed it.thanks.,"@124015 Awesome, we're glad to hear that! If you ever need anything else be sure to give us a... https://t.co/AUc7DGJpgF 🙂 /JX"
36743,,@SpotifyCares never mind I fixed it.,"@124015 Hey there, help's here. Just to check, were you able to get your playlists set up like you want? Keep us in the loop /MQ"
36746,,"@SpotifyCares Worked a treat, thanks","@124016 You're welcome! If you ever need anything else, just shout and we'll come running 🏃 /KL"
36747,,"@116130 I'm trying to verify that I'm a student again but the pop up doesn't do anything, please help!! https://t.co/agn3vFAOs5","@124016 Hi Kitty, help's here! Can you try using an incognito window or a different browser? Let us know how it goes /PL"
37699,,@118266 sekarang ga bisa pembayaran premium dengan pulsa tri?,"@124187 Hey! We can help out in English via Twitter, but we also have Indonesian support via email at https://t.co/ZgU70TbP8M /AY"
37701,,@SpotifyCares can you please add a feature to only view releases from artist you follow.,@124188 Don't worry - we'll make sure to pass your feedback on to the relevant folks 😁 /SY
37704,,@SpotifyCares Thanks! I really hope you add the option to only view new releases from artist that we follow.,@124188 You're welcome! You can also suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /JS
37702,,@115888 can you please add a feature to only view from releases from artist you follow.,"@124188 Hey Rahger! Thanks for sharing your thoughts, we'll let the relevant folks know it's something you'd like to see /SY"
37707,,@SpotifyCares done!,@124189 Thanks! We've just sent a DM back your way. Let's carry on chatting there /TR
37708,,"hi @SpotifyCares i think im being charged twice, can you help??",@124189 Hey there! Could you send us a DM with your account's email address? We'll take a look backstage /MA https://t.co/ldFdZRiNAt
37712,,@117153 and no where in my subscriptions box nor my receipts box does it say I bought premium but it took the money out of my account.,@124190 @117153 Hi! We've just replied to your DM. We'll carry on helping there /MQ
38300,,"@115888 I have activated my premium for the first, however I did not get 30days for free, just 7 :( Can you fix it for me please?",@124327 @115888 Hi! We've sent a bit more info via DM. We'll carry on helping out there /AY
38302,,"@SpotifyCares The “time capsule” playlist is suggesting music that I haven’t listened to in 15 years, so I am curious as to how you even know this info.",@124328 Your Time Capsule is a playlist consisting of personalised content algorithmically created based on your previous listening history /PL
38303,,"Hey @115888, how do you know the music I listened to 15 years ago? Actually need an answer to this one.",@124328 Hey there! Can you let us know what's happening exactly? We'll see what we can suggest /PL
38306,,"@117153 @SpotifyCares When will Spotify HiFi release in Denmark, what will the streaming quality be (frequency range, eg.) and what will the price be in Dkk?","@124329 Hi there! We don't have any details on this yet. Don't worry, we'll let our devs know it's something you'd like to see /GK"
38314,,thanks @115888 for removing the download from all of my music randomly &amp; ruining my day :-),"@124330 1: Hey Tina, sorry to hear that! Check out the steps under “Downloads unexpectedly removed”..."
38317,,@SpotifyCares check dm pls,@124331 Hi there! We've just replied to your DM. Let's carry on chatting there /PL
38319,,@115888 8 drag queens in 30 discover weekly songs. Seems to me your algorithm is making inappropriate connections about music and users.,"@124332 1: Hey Thomas! It's based on your listening history, and on others who dig similar stuff. The more you listen, the better it gets."
38322,,@SpotifyCares can you grant me a grace period for my premium account??? i have a urgent matter,@124333 Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /MA
38324,,"@115888 
Why’d was ‘motorsport’ by: Migos changed at 1:16? And instead place at the end of the song?. #migos #quavo #offset #motorsport","@124334 Hi, help's arrived! Can you send us a link to the track? We'll see what we can suggest /DV"
38326,,HELP PLEASE @SpotifyCares,@124335 Hey there! Could you let us know what's happening exactly? We'll be happy to help /PL
38328,,@SpotifyCares I cant sign in im new to your app and I have tried all my emails and it always says:An unknown error occurred try again later.,@124336 Hey Kosta! That doesn't sound good. Could you DM us your account's email address? We'll take a look backstage /AU
38706,,@SpotifyCares  I have sent you an inbox regarding the three charges that was made to my acc when I tried to scribe for sportify for college students and had no success especially on the @124439 page! And nobody had answered yet😡,@124438 Hey! Apologies for the delay. We've just sent you a bit more info over DM. We'll carry on helping out there /CP
38936,,Some idiot hacked my Spotify account and changed my email. Best believe I'm getting it back,@124499 Hey Mark! We've sent a DM your way. Check your inbox for it /SJ
38938,,@SpotifyCares I'm trying to change my password but no email is coming up in my Spotify registered email address with the link to change it?,@124500 Hi Rebecca! Can you DM us your account's username or email address? We'll take a look backstage /MC https://t.co/ldFdZRiNAt
38940,,"@SpotifyCares 
No save connection - something is wrong with https://t.co/NBpfL1voJ0... https://t.co/uzXVej5NCL",@124501 Hi there. Can you let us know what device you're using? Does using a different browser or incognito make a difference? /LM
38942,,@SpotifyCares How about you guys just make it happen as it will be an increased revenue stream and it's the right thing to do?,@124502 We hear you loud and clear. We can’t make any promises but we’ll pass your feedback onto the right folks 🙂 /JI
38943,,@115888 @spotifycares Why don't you offer the same student discount to the teachers that teach the students? I'm sure @124439 would help.,"@124502 Hi Jared, that'd be sweet! Suggest it in our Community at https://t.co/rtDvYZOF32 and get support from other users /GK"
38946,,@SpotifyCares  https://t.co/u6pNtYSNYS,"@124503 1: Thanks! Since you're already on the latest version, can you try restarting your phone first by holding Home + Lock for 10 seconds?"
38947,,@SpotifyCares iphone 6s and i’m not sure but i’d assume the lastest update?,@124503 Can you also check the exact Spotify version you're using? Just go to Your Library &gt; Settings &gt; About &gt; Version 🙂 /RR
38951,,@AppleSupport @SpotifyCares since ios 11 i cant skip songs on bluetooth and i no longer have spotify on my home screen or the swipe up? help,"@124503 Hey, sorry for the delay! Can you tell us the exact model of your iPhone along with the Spotify version you're using? We'll help you out /RR"
38953,,@SpotifyCares issue with my account,"@124504 Hey, we've just sent you a bit more info over DM. We'll carry on helping out there 🙂 /MA"
38955,,"@SpotifyCares Hi, I logged out of my Spotify last week. I logged back in the next day and my playlists have gone. Can you help? Thanks!",@124505 Hey Jenny! Can you DM us your account's email address or username? We'll take a look backstage /JE https://t.co/ldFdZRiNAt
38957,,"@SpotifyCares Here it is 
https://t.co/waO48RizBo",@124506 Thanks! Can you DM us your account's username or email address? We'll take a closer look /PL https://t.co/ldFdZRiNAt
38958,,"@SpotifyCares Welp, Only one song available on Ladyhawke's Anxiety album, the rest of album are unavailable FOREVER, download is better #LOL",@124506 Hey there! Can you send us a link to the album you're referring to? We'll take a look /PL
38961,,@115888 Your iOS app loads so slow I’m seconds from cancelling my subscription.,"@124507 Hey Chris, that doesn't sound right. What device, iOS and Spotify versions is this happening on? We'll lend a hand /SY"
38963,,"@115888 when my playlist runs out you should know that the worst possible ""like this"" music to play next is Morrissey. It is not like this.","@124508 Hey! Sorry to hear about that. Not to worry, we're taking on all feedback about this /JP"
38965,,"@SpotifyCares i subscribed as premium user in Oct 25, but today I cant use spotify because I must unsubscribe it first. It just a week!!",@124509 Hi there! We've just sent you a bit more info over DM. Let's carry on chatting there /GU
38967,,@115888 hey paying for premium and not getting any of the premium perks. I have receipt,@124510 @115888 Hi! We've just replied to your DM. We'll carry on helping there /MQ
38970,,@SpotifyCares https://t.co/tGbLK4aErF This is what Breezeblocks should sound like! Just to make your job easier.,"@124511 Hmm, everything looks good on our end. Can you tell us the country that your account is set to? /SY"
38973,,@SpotifyCares I am listening from the United States and my account is set in the U.S. as well. Hope that helps.,"@124511 1: That's odd. We've taken a closer look and the track plays the correct song. Can you tell us what device, operating system, and..."
38971,,@SpotifyCares You guys mixed up songs. Breezeblocks by Alt-J has been replaced with their other song Fitzpleasure. Both play the same song!,@124511 Hey Angie! Can you send us the Song Link? Just tap the three dots &gt; Share &gt; Copy Link. We'll check it out /SY
38977,,@115888 how can I use Spotify in China by free more than 14 days?,@124512 Hey there! Can you DM us your account's username or email address? We'll take a look /PL https://t.co/ldFdZRiNAt
38979,,@SpotifyCares does spotify including gaming content? Because it withdraws credit from my phone Rp 2.000/day. And it is everyday,@124513 Hey Farah! We've just sent a DM your way. Let's carry on chatting there /CP
38981,,"@SpotifyCares i don't recognise ""sm-a500m"" but they keep listening to my Spotify, I've tried changing my password. How do i remove device? https://t.co/GAZJSgAN9K","@124514 Hey Laura, help's here! Can you DM us your account's email address? We'll take a look backstage /SJ https://t.co/ldFdZRiNAt"
39733,,"@SpotifyCares Just closing and reopening the app fixes it, but it’s intermittent",@124701 We understand. We'd suggest trying out our suggestion as it resets active sessions. Let us know how you get on /JE
39734,,@SpotifyCares any idea where my search keeps going? If I close and reopen it comes back. iOS 11.1 Spotify v8.4.25.906 https://t.co/wMXRSH7jZ8,"@124701 Hey Nathan, that's odd. Can you try logging out, restarting your device, then logging back in? Does that help? /JE"
39737,,Hey @116130 is there any chance of you adding more fabriclive albums?,@124702 We’ll have them all available to you as soon as it’s available to us! https://t.co/0i8GpimuDa /BE
39739,,"@SpotifyCares Checked, none of these apply - unless an *automatic* update deleted them and switched off the download option?",@124703 Hmm. An app update shouldn't do that. We suggest that you remove your offline devices and reinstall if it happens again /CP
39741,,@SpotifyCares Got back in to find mobile downloaded playlist deleted and download setting switched off.,@124703 Sorry to hear that! Check out the steps under “Downloads unexpectedly removed” at https://t.co/38J7tFlIBF. They should help with this /CP
39742,,@SpotifyCares android Spotify suddenly demanding a login. Long time premium user. Renewed 10 days ago. What gives?,"@124703 Hi there! Can you tell us more about what's going on? If you could DM us your account's email address, we'll check things backstage /CP https://t.co/ldFdZRiNAt"
39745,,@SpotifyCares Reinstalling the app did fix some issues but I still have problems with artist info in locked mode and control center,@124704 Alright. Could you DM us your account's username or email address? We'll take a look under the hood /GU https://t.co/ldFdZRiNAt
39747,,@SpotifyCares Thanks,@124704 No worries! We'll be on the look out for your reply /DF
39750,,"@SpotifyCares Also: App sometimes suddenly just stops playing music altogether, related to that issues w/ Bluetooth devices (music also stops)",@124704 Got it! Could you try uninstalling and reinstalling the app? Let us know how it goes /DF
39753,,Extremely unhappy w/ current performance of @115888 app on Apple iOS 11. Almost impossible to use service I pay for. Sad! @SpotifyCares,@124704 Hey there! Could you tell us what's happening exactly? We'll see what we can suggest /DF
39755,,"@SpotifyCares when trying to join a family ""4 - Oops something went wrong, please try again.""","@124705 Hi Denis, help's here! Can you DM us your account's email address? We'll take a look backstage /DV https://t.co/ldFdZRiNAt"
39758,,"Several updates later, and I still want the lyrics feature back @115888 :(",@124706 1: Hi there. We're sorry you feel that way. Lyrics is currently unavailable as we're making some big improvements to the feature. We...
